station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
DPG,2023-03-21 13:55,28.4,-2.0,27.0,-2.78,94.41,28.4,2.0,1008.8,0.0,0.0,,FEW,8000.0,129.19006825073774,97.49999999999997
HIF,2023-03-21 13:55,27.1,-2.72,24.6,-4.11,90.15,18.81,7.0,1008.4,0.0,0.0,,FEW,5000.0,215.98889823557673,173.75000000000003
ENV,2023-03-21 13:56,26.1,-3.28,23.0,-5.0,87.87,21.94,3.0,1010.6,0.0,0.0,,CLR,,265.4761910482596,215.00000000000003
PVU,2023-03-21 13:56,30.0,-1.11,26.1,-3.28,85.21,25.08,4.0,1010.3,0.0,0.0,,SCT,4000.0,286.9396841926578,271.25
SGU,2023-03-21 13:56,42.0,5.56,41.0,5.0,95.84,40.23,3.0,1007.8,1.78,0.07,,BKN,3000.0,76.71945804796114,69.99999999999996
LGU,2023-03-21 14:51,30.9,-0.61,25.0,-3.89,78.48,25.09,5.0,1009.6,0.0,0.0,,SCT,4300.0,416.3551799582652,410.00000000000006
MLF,2023-03-21 14:52,36.0,2.22,33.0,0.56,89.09,36.0,0.0,1006.6,0.0001,0.0001,,BKN,4100.0,200.94778027588126,207.50000000000003
BCE,2023-03-21 14:53,27.0,-2.78,25.0,-3.89,92.05,22.97,3.0,1005.6,1.02,0.04,,VV ,1200.0,182.53959394029457,138.75000000000003
OGD,2023-03-21 14:53,33.0,0.56,26.1,-3.28,75.18,26.12,7.0,1008.9,0.0,0.0,,CLR,,482.118414474671,480.0
CDC,2023-03-21 14:53,32.0,0.0,32.0,0.0,100.0,32.0,0.0,1006.8,0.76,0.03,,FEW,500.0,0.16680628661884964,0.0
PUC,2023-03-21 14:53,28.9,-1.72,24.1,-4.39,82.0,28.9,0.0,1011.6,0.0,0.0,,FEW,12000.0,358.06807163114684,333.75
VEL,2023-03-21 14:53,26.1,-3.28,24.1,-4.39,92.01,26.1,0.0,1012.1,0.0,0.0,,OVC,7000.0,190.3515434878772,138.74999999999997
CNY,2023-03-21 14:53,35.0,1.67,30.9,-0.61,84.49,29.26,6.0,1009.0,0.0,0.0,,OVC,10000.0,290.42285110641814,285.0
SLC,2023-03-21 14:54,37.0,2.78,30.9,-0.61,78.37,32.33,5.0,1008.2,0.0,0.0,,FEW,4500.0,421.8063501848625,423.74999999999994
ENV,2023-03-21 14:56,30.9,-0.61,26.1,-3.28,82.15,27.43,3.0,1010.2,0.0,0.0,,CLR,,340.9372993679233,333.75
PVU,2023-03-21 14:56,34.0,1.11,26.1,-3.28,72.52,28.77,5.0,1010.1,0.0,0.0,,SCT,4000.0,544.2291341679014,548.75
SGU,2023-03-21 14:56,42.0,5.56,41.0,5.0,95.84,42.1,0.0,1008.2,1.02,0.04,,OVC,3600.0,76.71930647550313,69.99999999999996
LGU,2023-03-21 15:51,30.9,-0.61,27.0,-2.78,85.26,26.14,4.0,1009.7,0.0,0.0,,CLR,,279.2262454950197,271.25
MLF,2023-03-21 15:52,35.0,1.67,33.0,0.56,92.32,28.56,7.0,1007.2,0.25,0.01,,BKN,2500.0,138.68312104526402,138.74999999999997
BCE,2023-03-21 15:53,27.0,-2.78,26.1,-3.28,96.35,17.3,9.0,1005.6,0.51,0.02,,FEW,400.0,107.10241679186286,62.5
CDC,2023-03-21 15:53,33.0,0.56,32.0,0.0,95.67,29.95,3.0,1006.7,1.02,0.04,,BKN,200.0,76.24444033419941,70.0
PUC,2023-03-21 15:53,33.0,0.56,27.0,-2.78,78.03,33.1,0.0,1011.2,0.0,0.0,,BKN,11000.0,420.45259659703373,417.5
VEL,2023-03-21 15:53,26.1,-3.28,25.0,-3.89,95.53,21.94,3.0,1012.5,0.0,0.0,,CLR,,128.6975839936969,76.25000000000004
CNY,2023-03-21 15:53,37.0,2.78,33.0,0.56,85.64,31.55,6.0,1009.3,0.0,0.0,,OVC,9000.0,270.1941103180612,277.49999999999994
SLC,2023-03-21 15:54,39.0,3.89,32.0,0.0,75.75,33.96,6.0,1008.0,0.0,0.0,,FEW,2500.0,484.2840532785633,486.25
DPG,2023-03-21 15:55,37.4,3.0,28.2,-2.11,69.1,34.86,3.0,1007.9,0.0,0.0,,SCT,10000.0,634.6140853004072,638.7499999999999
HIF,2023-03-21 15:55,32.7,0.39,27.1,-2.72,79.62,25.63,7.0,1008.4,0.0,0.0,,FEW,3500.0,386.2671966345599,388.75000000000006
ENV,2023-03-21 15:56,37.0,2.78,24.1,-4.39,59.24,30.87,7.0,1009.6,0.0,0.0,,CLR,,886.485517778201,896.25
PVU,2023-03-21 15:56,35.0,1.67,27.0,-2.78,72.04,35.1,0.0,1010.0,0.0,0.0,,SCT,4500.0,558.0585774007984,556.2499999999999
SGU,2023-03-21 15:56,43.0,6.11,41.0,5.0,92.58,43.0,0.0,1008.5,0.51,0.02,,BKN,3700.0,139.5167805020686,138.75000000000003
LGU,2023-03-21 16:51,35.0,1.67,28.0,-2.22,75.06,32.23,3.0,1009.2,0.0,0.0,,CLR,,489.74990841007894,486.25
MLF,2023-03-21 16:52,34.0,1.11,33.0,0.56,96.46,28.77,5.0,1007.4,0.76,0.03,,BKN,2100.0,62.443159685925096,68.75
BCE,2023-03-21 16:53,28.0,-2.22,26.1,-3.28,92.46,17.41,11.0,1005.9,0.0001,0.0001,,SCT,500.0,167.13039930088934,132.49999999999994
OGD,2023-03-21 16:53,43.0,6.11,28.9,-1.72,57.21,40.27,4.0,1007.6,0.0,0.0,,CLR,,971.7268005622802,978.75
CDC,2023-03-21 16:53,33.0,0.56,32.0,0.0,95.67,29.95,3.0,1006.5,0.0001,0.0001,,OVC,500.0,76.24449310888915,70.0
VEL,2023-03-21 16:53,30.9,-0.61,25.0,-3.89,78.48,30.9,0.0,1011.8,0.0,0.0,,CLR,,416.35283014688736,410.00000000000006
PUC,2023-03-21 16:53,35.0,1.67,26.1,-3.28,69.41,32.23,3.0,1011.8,0.0,0.0,,SCT,2000.0,619.545097262669,618.7499999999999
CNY,2023-03-21 16:53,38.0,3.33,33.0,0.56,82.66,31.38,8.0,1010.5,0.0,0.0,,BKN,8000.0,332.6726543228035,346.25
SLC,2023-03-21 16:54,42.0,5.56,32.0,0.0,67.17,37.69,6.0,1007.8,0.0,0.0,,FEW,4500.0,697.8439246377118,695.0
DPG,2023-03-21 16:55,41.7,5.39,23.4,-4.78,47.89,39.78,3.0,1008.0,0.0,0.0,,SCT,10000.0,1255.4945015100652,1271.25
HIF,2023-03-21 16:55,36.3,2.39,28.8,-1.78,73.96,32.44,4.0,1007.8,0.0,0.0,,FEW,4000.0,517.7823045044529,521.25
ENV,2023-03-21 16:56,38.0,3.33,24.1,-4.39,57.18,30.85,9.0,1009.5,0.0,0.0,,CLR,,948.5439159969087,965.0
PVU,2023-03-21 16:56,37.0,2.78,27.0,-2.78,66.82,34.4,3.0,1009.8,0.0,0.0,,SCT,5000.0,689.0150312769327,695.0
SGU,2023-03-21 16:56,44.0,6.67,40.0,4.44,85.06,39.53,7.0,1008.4,0.25,0.01,,SCT,3000.0,292.26584791127476,278.74999999999994
LGU,2023-03-21 17:51,36.0,2.22,28.0,-2.22,72.43,30.35,6.0,1009.0,0.0,0.0,,CLR,,551.8888318328247,555.0
MLF,2023-03-21 17:52,35.0,1.67,34.0,1.11,95.71,35.1,0.0,1007.2,0.51,0.02,,BKN,500.0,76.31977931553398,69.99999999999999
BCE,2023-03-21 17:53,28.9,-1.72,27.0,-2.78,92.49,17.6,13.0,1006.2,0.25,0.01,,BKN,1100.0,159.28673901009336,132.49999999999997
OGD,2023-03-21 17:53,45.0,7.22,28.0,-2.22,51.08,45.0,0.0,1006.9,0.0,0.0,,CLR,,1170.152704647097,1180.0
PUC,2023-03-21 17:53,36.0,2.22,27.0,-2.78,69.51,29.65,7.0,1012.0,0.0,0.0,,FEW,1800.0,620.291071045219,625.0
VEL,2023-03-21 17:53,30.0,-1.11,28.0,-2.22,92.15,30.0,0.0,1011.7,0.0,0.0,,CLR,,156.44502255631824,138.75
CDC,2023-03-21 17:53,34.0,1.11,33.0,0.56,96.46,29.76,4.0,1006.6,0.25,0.01,,BKN,500.0,62.443340971876864,68.75
CNY,2023-03-21 17:53,40.0,4.44,33.0,0.56,76.44,35.78,5.0,1010.0,0.0,0.0,,BKN,6500.0,471.1926089239809,485.00000000000006
SLC,2023-03-21 17:54,45.0,7.22,30.9,-0.61,57.5,45.0,0.0,1007.3,0.0,0.0,,FEW,3500.0,972.9735918210596,978.75
HIF,2023-03-21 17:55,39.6,4.22,29.1,-1.61,65.78,39.6,0.0,1007.1,0.0,0.0,,FEW,4000.0,724.400128928663,728.75
DPG,2023-03-21 17:55,42.0,5.56,25.9,-3.39,52.75,38.98,4.0,1008.1,0.0,0.0,,SCT,5000.0,1100.4839330168247,1118.75
PVU,2023-03-21 17:56,39.0,3.89,28.9,-1.72,66.79,33.96,6.0,1009.0,0.0,0.0,,SCT,5000.0,696.7831797310351,701.25
ENV,2023-03-21 17:56,40.0,4.44,23.0,-5.0,50.5,33.84,8.0,1009.1,0.0,0.0,,CLR,,1159.8782132664007,1180.0000000000002
SGU,2023-03-21 17:56,47.0,8.33,40.0,4.44,76.48,43.48,6.0,1008.2,0.25,0.01,,SCT,4100.0,487.4416093677971,486.24999999999994
LGU,2023-03-21 18:51,36.0,2.22,28.9,-1.72,75.15,30.35,6.0,1009.0,0.0,0.0,,CLR,,490.23085116427933,492.50000000000006
MLF,2023-03-21 18:52,36.0,2.22,34.0,1.11,92.35,36.0,0.0,1006.1,1.02,0.04,,BKN,600.0,138.8375696258789,138.75
BCE,2023-03-21 18:53,30.0,-1.11,28.0,-2.22,92.15,17.46,17.0,1005.2,0.0001,0.0001,,VV ,600.0,156.44797759877818,138.75
OGD,2023-03-21 18:53,48.0,8.89,19.9,-6.72,32.5,48.0,0.0,1006.1,0.0,0.0,,CLR,,1918.9567062855217,1951.25
PUC,2023-03-21 18:53,36.0,2.22,28.9,-1.72,75.15,31.15,5.0,1012.4,0.0,0.0,,BKN,2700.0,490.22579412935374,492.50000000000006
VEL,2023-03-21 18:53,32.0,0.0,25.0,-3.89,75.07,32.0,0.0,1011.6,0.0,0.0,,CLR,,482.1931002649003,486.25
CNY,2023-03-21 18:53,42.0,5.56,34.0,1.11,72.78,36.55,8.0,1009.8,0.0,0.0,,OVC,5000.0,560.7832059671076,556.2499999999999
CDC,2023-03-21 18:53,37.0,2.78,35.0,1.67,92.76,28.79,11.0,1006.4,0.0001,0.0001,18.0,SCT,600.0,131.8471530043932,138.74999999999997
SLC,2023-03-21 18:54,46.0,7.78,32.0,0.0,57.87,42.39,6.0,1006.6,0.0,0.0,,SCT,3100.0,967.0436685352105,972.5
DPG,2023-03-21 18:55,43.5,6.39,29.1,-1.61,56.58,40.05,5.0,1007.0,0.0,0.0,,SCT,4000.0,992.6275020826922,1000.0
HIF,2023-03-21 18:55,41.4,5.22,23.7,-4.61,49.06,41.4,0.0,1006.4,0.0,0.0,,FEW,4000.0,1214.7467934193094,1228.75
PVU,2023-03-21 18:56,40.0,4.44,28.9,-1.72,64.49,37.72,3.0,1008.8,0.0,0.0,,FEW,12000.0,758.983848624597,770.0
SGU,2023-03-21 18:56,46.0,7.78,42.0,5.56,86.16,40.92,9.0,1008.2,0.0001,0.0001,,BKN,3300.0,272.1428525013585,277.50000000000006
ENV,2023-03-21 18:56,42.0,5.56,25.0,-3.89,50.42,36.55,8.0,1008.6,0.0,0.0,,FEW,3900.0,1174.1040327857795,1181.25
LGU,2023-03-21 19:51,38.0,3.33,28.9,-1.72,69.73,34.31,4.0,1007.8,0.0,0.0,,CLR,,621.348073863565,631.25
MLF,2023-03-21 19:52,37.0,2.78,35.0,1.67,92.76,31.55,6.0,1005.8,0.51,0.02,,BKN,700.0,131.8474647811456,138.74999999999997
BCE,2023-03-21 19:53,30.0,-1.11,28.0,-2.22,92.15,19.01,13.0,1005.1,0.0001,0.0001,,OVC,500.0,156.44802336008846,138.75
OGD,2023-03-21 19:53,46.0,7.78,25.0,-3.89,43.44,43.77,4.0,1005.3,0.0,0.0,,CLR,,1441.333459193009,1458.75
CDC,2023-03-21 19:53,40.0,4.44,36.0,2.22,85.81,32.06,12.0,1004.6,0.0,0.0,,FEW,4000.0,270.93989861312605,277.5
PUC,2023-03-21 19:53,35.0,1.67,28.0,-2.22,75.06,28.56,7.0,1011.9,0.0001,0.0001,,SCT,1500.0,489.74605558485814,486.25
CNY,2023-03-21 19:53,41.0,5.0,35.0,1.67,79.34,35.2,8.0,1009.1,0.0001,0.0001,,FEW,2300.0,409.22418241429915,416.25
VEL,2023-03-21 19:53,33.0,0.56,26.1,-3.28,75.18,28.7,4.0,1011.1,0.0,0.0,,CLR,,482.1155550020634,480.0
SLC,2023-03-21 19:54,47.0,8.33,30.9,-0.61,53.5,44.82,4.0,1005.4,0.0,0.0,,SCT,3500.0,1104.3879491179187,1117.5
HIF,2023-03-21 19:55,43.3,6.28,24.4,-4.22,46.96,43.3,0.0,1005.3,0.0,0.0,,FEW,4000.0,1297.2107348530387,1312.5
DPG,2023-03-21 19:55,45.5,7.5,30.9,-0.61,56.41,45.5,2.0,1006.0,0.0,0.0,,SCT,4500.0,1007.6261202228787,1013.7499999999999
ENV,2023-03-21 19:56,43.0,6.11,24.1,-4.39,46.91,38.78,6.0,1007.5,0.0,0.0,,FEW,4200.0,1296.9702831063487,1312.5
SGU,2023-03-21 19:56,46.0,7.78,43.0,6.11,89.2,40.16,11.0,1007.1,0.25,0.01,,FEW,2600.0,209.4134572936426,208.75
PVU,2023-03-21 19:56,42.0,5.56,32.0,0.0,67.17,38.39,5.0,1007.5,0.0,0.0,,CLR,,697.8446475157845,695.0
LGU,2023-03-21 20:51,38.0,3.33,28.0,-2.22,67.2,32.64,6.0,1007.1,0.0,0.0,,CLR,,683.0525476753854,693.7500000000001
MLF,2023-03-21 20:52,40.0,4.44,36.0,2.22,85.81,34.41,7.0,1004.2,0.0001,0.0001,,FEW,1100.0,270.94034435431786,277.5
BCE,2023-03-21 20:53,30.9,-0.61,28.9,-1.72,92.18,21.08,11.0,1003.7,0.25,0.01,,BKN,800.0,148.45742074098376,138.74999999999997
OGD,2023-03-21 20:53,48.0,8.89,26.1,-3.28,42.17,45.4,5.0,1004.1,0.0,0.0,,CLR,,1503.7919585574018,1521.25
CDC,2023-03-21 20:53,41.0,5.0,36.0,2.22,82.22,32.76,14.0,1003.3,0.0,0.0,23.0,SCT,4900.0,347.1935793720406,347.5
PUC,2023-03-21 20:53,34.0,1.11,30.0,-1.11,85.11,29.76,4.0,1011.2,0.51,0.02,,FEW,400.0,276.5373083768055,277.5
VEL,2023-03-21 20:53,35.0,1.67,27.0,-2.78,72.04,32.23,3.0,1010.3,0.0,0.0,,BKN,5000.0,558.0581090113035,556.2499999999999
CNY,2023-03-21 20:53,40.0,4.44,35.0,1.67,82.8,33.84,8.0,1009.0,0.25,0.01,,SCT,2000.0,333.17735295430595,346.25000000000006
SLC,2023-03-21 20:54,50.0,10.0,32.0,0.0,49.81,50.0,6.0,1004.1,0.0,0.0,,SCT,4000.0,1241.8891543716848,1250.0
DPG,2023-03-21 20:55,46.0,7.78,32.7,0.39,59.53,43.77,4.0,1005.0,0.0,0.0,,BKN,4000.0,919.129001996002,923.7500000000001
HIF,2023-03-21 20:55,44.6,7.0,26.6,-3.0,48.96,43.09,3.0,1004.3,0.0,0.0,,FEW,14000.0,1237.470299231726,1250.0
PVU,2023-03-21 20:56,43.0,6.11,32.0,0.0,64.88,40.27,4.0,1006.2,0.0,0.0,,BKN,10000.0,760.3669445908325,763.75
SGU,2023-03-21 20:56,46.0,7.78,43.0,6.11,89.2,40.16,11.0,1006.3,0.51,0.02,,FEW,3000.0,209.41435722285323,208.75
ENV,2023-03-21 20:56,44.0,6.67,26.1,-3.28,48.88,40.77,5.0,1006.5,0.0,0.0,,CLR,,1236.5103005191345,1243.75
LGU,2023-03-21 21:51,38.0,3.33,26.1,-3.28,62.14,31.38,8.0,1006.6,0.0,0.0,,CLR,,812.5928926949192,826.2499999999999
BCE,2023-03-21 21:53,30.9,-0.61,28.9,-1.72,92.18,18.63,17.0,1003.6,0.0001,0.0001,,VV ,700.0,148.45746616429096,138.74999999999997
VEL,2023-03-21 21:53,37.0,2.78,25.0,-3.89,61.5,34.4,3.0,1009.5,0.0,0.0,,FEW,11000.0,825.470985174727,833.75
PUC,2023-03-21 21:53,36.0,2.22,33.0,0.56,89.09,32.09,4.0,1010.3,0.51,0.02,,SCT,600.0,200.94509018372648,207.50000000000003
OGD,2023-03-21 21:53,49.0,9.44,26.1,-3.28,40.77,48.9,0.0,1003.3,0.0,0.0,,CLR,,1566.0306690739208,1589.9999999999998
CDC,2023-03-21 21:53,38.0,3.33,34.0,1.11,85.69,28.77,14.0,1004.0,0.0001,0.0001,,SCT,4300.0,270.576911243917,277.49999999999994
CNY,2023-03-21 21:53,40.0,4.44,35.0,1.67,82.8,35.04,6.0,1008.2,0.0001,0.0001,,SCT,1900.0,333.1784016301936,346.25000000000006
SLC,2023-03-21 21:54,50.0,10.0,28.9,-1.72,43.92,50.0,8.0,1003.5,0.0,0.0,,FEW,5000.0,1451.5879946592302,1465.0
HIF,2023-03-21 21:55,45.3,7.39,27.3,-2.61,49.07,43.89,3.0,1003.6,0.0,0.0,,FEW,4500.0,1238.07854502535,1250.0
DPG,2023-03-21 21:55,46.8,8.22,32.4,0.22,57.06,45.61,3.0,1005.7,0.0,0.0,,SCT,4000.0,994.7705797509991,1000.0
PVU,2023-03-21 21:56,43.0,6.11,32.0,0.0,64.88,40.27,4.0,1006.0,0.0,0.0,,OVC,7000.0,760.3674730758926,763.75
ENV,2023-03-21 21:56,44.0,6.67,25.0,-3.89,46.7,39.53,7.0,1006.1,0.0,0.0,,CLR,,1310.6975921864002,1320.0
SGU,2023-03-21 21:56,47.0,8.33,43.0,6.11,86.21,40.66,13.0,1005.8,0.25,0.01,,BKN,4900.0,272.48999098110187,277.49999999999994
PUC,2023-03-21 22:48,37.0,2.78,33.0,0.56,85.64,37.0,0.0,1009.8,0.25,0.01,,SCT,800.0,270.19362245313386,277.49999999999994
LGU,2023-03-21 22:51,37.0,2.78,24.1,-4.39,59.24,29.73,9.0,1006.6,0.0,0.0,,CLR,,886.4921600902971,896.25
MLF,2023-03-21 22:52,44.0,6.67,37.0,2.78,75.93,36.19,16.0,1002.3,0.0001,0.0001,25.0,FEW,2200.0,492.6956400636093,486.25
BCE,2023-03-21 22:53,30.0,-1.11,28.0,-2.22,92.15,18.19,15.0,1004.5,0.25,0.01,,BKN,1000.0,156.4482981196937,138.75
OGD,2023-03-21 22:53,48.0,8.89,25.0,-3.89,40.29,43.82,8.0,1003.5,0.0,0.0,,SCT,5000.0,1577.6563275916358,1597.5000000000002
CDC,2023-03-21 22:53,41.0,5.0,37.0,2.78,85.54,31.6,18.0,1002.4,0.0001,0.0001,25.0,FEW,800.0,277.8942704213546,277.5
VEL,2023-03-21 22:53,35.0,1.67,21.9,-5.61,58.22,31.04,4.0,1009.8,0.0,0.0,,OVC,10000.0,905.5300328055275,910.0
CNY,2023-03-21 22:53,43.0,6.11,36.0,2.22,76.12,37.19,9.0,1007.3,0.0001,0.0001,,OVC,2200.0,485.8047111816483,486.25
SLC,2023-03-21 22:54,50.0,10.0,30.0,-1.11,45.93,50.0,6.0,1003.3,0.0,0.0,,FEW,4000.0,1377.4916902461187,1388.75
DPG,2023-03-21 22:55,48.2,9.0,32.7,0.39,54.79,45.63,5.0,1003.4,0.0,0.0,,SCT,4500.0,1070.7382569788927,1076.25
HIF,2023-03-21 22:55,45.3,7.39,28.2,-2.11,50.92,43.89,3.0,1003.2,0.0,0.0,,FEW,4100.0,1177.1214997126879,1187.5
ENV,2023-03-21 22:56,43.0,6.11,26.1,-3.28,50.98,43.0,0.0,1006.0,0.0,0.0,,BKN,4000.0,1161.8431857336411,1173.75
PVU,2023-03-21 22:56,47.0,8.33,28.0,-2.22,47.54,40.97,12.0,1004.5,0.0,0.0,15.0,FEW,4700.0,1300.7537467745462,1318.75
SGU,2023-03-21 22:56,48.0,8.89,44.0,6.67,86.28,43.03,10.0,1005.2,0.25,0.01,,FEW,3300.0,272.43455396329585,277.50000000000006
LGU,2023-03-21 23:51,36.0,2.22,25.0,-3.89,63.98,29.65,7.0,1006.1,0.0,0.0,,CLR,,756.8031299159396,763.75
MLF,2023-03-21 23:52,44.0,6.67,34.0,1.11,67.41,36.47,15.0,1001.5,0.0,0.0,25.0,FEW,2700.0,698.8332046009937,695.0
BCE,2023-03-21 23:53,28.9,-1.72,28.0,-2.22,96.38,18.55,11.0,1004.1,0.25,0.01,,VV ,700.0,90.39961694072426,62.50000000000003
OGD,2023-03-21 23:53,47.0,8.33,25.0,-3.89,41.99,42.94,7.0,1003.0,0.0,0.0,,OVC,11000.0,1503.352283680242,1527.5
PUC,2023-03-21 23:53,34.0,1.11,30.0,-1.11,85.11,26.58,8.0,1010.3,0.25,0.01,,BKN,800.0,276.5380985455944,277.5
VEL,2023-03-21 23:53,34.0,1.11,25.0,-3.89,69.28,34.0,0.0,1010.0,0.0,0.0,,OVC,7000.0,619.448100048963,625.0
CNY,2023-03-21 23:53,43.0,6.11,36.0,2.22,76.12,36.76,10.0,1007.7,0.0001,0.0001,,BKN,2400.0,485.80391998011703,486.25
CDC,2023-03-21 23:53,40.0,4.44,35.0,1.67,82.8,31.02,15.0,1002.1,0.0,0.0,,FEW,4300.0,333.1864529906654,346.25000000000006
SLC,2023-03-21 23:54,49.0,9.44,33.0,0.56,54.24,48.9,0.0,1002.9,0.0,0.0,,FEW,4000.0,1092.0951501362065,1109.9999999999998
HIF,2023-03-21 23:55,44.2,6.78,24.8,-4.0,46.13,41.67,4.0,1002.9,0.0,0.0,,FEW,4800.0,1331.8850397188055,1347.5000000000002
ENV,2023-03-21 23:56,41.0,5.0,30.9,-0.61,67.03,33.84,11.0,1005.3,0.0,0.0,,FEW,2600.0,697.8219143425157,701.25
PVU,2023-03-21 23:56,48.0,8.89,26.1,-3.28,42.17,43.03,10.0,1004.3,0.0,0.0,15.0,BKN,7000.0,1503.7911359033453,1521.25
SGU,2023-03-21 23:56,49.0,9.44,45.0,7.22,86.33,43.51,12.0,1004.8,0.25,0.01,,FEW,1600.0,272.77123593885403,277.49999999999994
LGU,2023-03-22 00:51,35.0,1.67,26.1,-3.28,69.41,28.56,7.0,1006.0,0.0,0.0,,CLR,,619.5548047944642,618.7499999999999
MLF,2023-03-22 00:52,44.0,6.67,35.0,1.67,70.43,37.4,12.0,1001.3,0.0001,0.0001,,BKN,5000.0,623.3886906242258,625.0
BCE,2023-03-22 00:53,28.9,-1.72,28.0,-2.22,96.38,19.66,9.0,1004.3,0.51,0.02,,VV ,900.0,90.3995642640659,62.50000000000003
OGD,2023-03-22 00:53,46.0,7.78,25.0,-3.89,43.44,41.84,7.0,1002.9,0.0,0.0,,FEW,8000.0,1441.3424985890435,1458.75
PUC,2023-03-22 00:53,34.0,1.11,30.9,-0.61,88.27,26.58,8.0,1010.4,0.76,0.03,,BKN,600.0,214.63002938874945,215.00000000000003
VEL,2023-03-22 00:53,35.0,1.67,23.0,-5.0,60.99,35.1,0.0,1010.3,0.0,0.0,,BKN,8500.0,830.656638558949,833.75
CNY,2023-03-22 00:53,41.0,5.0,38.0,3.33,88.62,36.37,6.0,1007.6,0.51,0.02,,FEW,2800.0,215.5807255578194,208.75
CDC,2023-03-22 00:53,44.0,6.67,33.0,0.56,65.02,33.84,27.0,1001.0,0.0,0.0,38.0,SCT,4000.0,760.5811294389601,763.7499999999999
SLC,2023-03-22 00:54,49.0,9.44,32.0,0.0,51.89,46.47,5.0,1002.6,0.0,0.0,,FEW,3500.0,1167.0127269738118,1180.0
HIF,2023-03-22 00:55,43.3,6.28,24.4,-4.22,46.96,39.14,6.0,1002.9,0.0,0.0,,BKN,4300.0,1297.218669791599,1312.5
ENV,2023-03-22 00:56,41.0,5.0,30.0,-1.11,64.63,34.25,10.0,1004.8,0.0,0.0,,BKN,4300.0,759.2254968202797,763.75
PVU,2023-03-22 00:56,47.0,8.33,27.0,-2.78,45.62,41.3,11.0,1004.1,0.0,0.0,,OVC,7000.0,1368.4580434005607,1388.75
SGU,2023-03-22 00:56,51.0,10.56,44.0,6.67,76.86,51.1,5.0,1004.1,0.0001,0.0001,,FEW,4700.0,488.56107515277864,486.25000000000006
LGU,2023-03-22 01:51,35.0,1.67,27.0,-2.78,72.04,30.08,5.0,1005.9,0.0,0.0,,BKN,11000.0,558.065006778367,556.2499999999999
BCE,2023-03-22 01:53,28.9,-1.72,28.0,-2.22,96.38,18.55,11.0,1004.2,0.76,0.03,,VV ,700.0,90.39959059977045,62.50000000000003
OGD,2023-03-22 01:53,46.0,7.78,27.0,-2.78,47.2,40.92,9.0,1002.7,0.0,0.0,,FEW,6000.0,1306.2106804997895,1320.0
CDC,2023-03-22 01:53,41.0,5.0,32.0,0.0,70.08,30.0,25.0,1001.7,0.0,0.0,38.0,BKN,4200.0,622.4160865639526,625.0
PUC,2023-03-22 01:53,34.0,1.11,32.0,0.0,92.29,29.76,4.0,1010.2,0.25,0.01,,BKN,300.0,138.51264712496166,138.75
VEL,2023-03-22 01:53,34.0,1.11,27.0,-2.78,75.26,34.0,0.0,1010.9,0.0,0.0,,FEW,4100.0,482.80432025258443,486.24999999999994
CNY,2023-03-22 01:53,38.0,3.33,37.0,2.78,96.52,31.38,8.0,1008.3,0.76,0.03,,SCT,2200.0,62.664125440416626,68.75000000000003
SLC,2023-03-22 01:54,48.0,8.89,30.9,-0.61,51.34,46.1,4.0,1002.5,0.0001,0.0001,,OVC,4400.0,1179.1805149581883,1187.5
HIF,2023-03-22 01:55,39.6,4.22,28.8,-1.78,64.98,34.04,7.0,1003.2,0.0,0.0,19.0,BKN,4200.0,744.8528596504849,750.0
ENV,2023-03-22 01:56,40.0,4.44,32.0,0.0,73.14,33.84,8.0,1005.2,0.0,0.0,,BKN,2500.0,546.6562591395347,555.0
SGU,2023-03-22 01:56,52.0,11.11,41.0,5.0,66.0,52.0,9.0,1003.8,0.0,0.0,,CLR,,765.2547972112859,763.7499999999999
PVU,2023-03-22 01:56,44.0,6.67,30.9,-0.61,59.5,35.93,17.0,1004.8,0.0,0.0,,SCT,4600.0,910.8313247827383,910.0
LGU,2023-03-22 02:51,37.0,2.78,25.0,-3.89,61.5,33.26,4.0,1005.8,0.0,0.0,,FEW,7000.0,825.4789139444855,833.75
MLF,2023-03-22 02:52,41.0,5.0,33.0,0.56,73.25,30.86,21.0,1000.4,0.0,0.0,31.0,CLR,,546.9097032779282,554.9999999999999
OGD,2023-03-22 02:53,45.0,7.22,28.0,-2.22,51.08,40.13,8.0,1002.6,0.0,0.0,,OVC,7000.0,1170.1675815641076,1180.0
CDC,2023-03-22 02:53,41.0,5.0,28.9,-1.72,61.79,29.61,27.0,1001.1,0.0,0.0,48.0,CLR,,834.4304777800326,840.0
PUC,2023-03-22 02:53,33.0,0.56,30.0,-1.11,88.23,28.7,4.0,1009.6,0.25,0.01,,BKN,200.0,214.29777235957238,208.75000000000003
VEL,2023-03-22 02:53,34.0,1.11,28.0,-2.22,78.43,30.97,3.0,1009.6,0.0,0.0,,OVC,5500.0,414.0573204126018,416.25
CNY,2023-03-22 02:53,39.0,3.89,36.0,2.22,88.87,32.22,9.0,1008.0,0.25,0.01,,BKN,1500.0,208.43224345551096,208.75
SLC,2023-03-22 02:54,44.0,6.67,35.0,1.67,70.43,38.14,10.0,1003.0,0.0001,0.0001,,SCT,3100.0,623.3844984455774,625.0
